ID,GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,Tenure,MLSkillsSelect,MLTechniquesSelect,EmployerSize,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyTalent,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,CompensationScore,WorkMLTeamSeatSelect,RemoteWork,JobSatisfaction,Continent,Income,IncomeCurrency
4766,Female,United States of America,,Researcher,Python,Master's degree,6 to 10 years,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",Fewer than 10 employees,,Sometimes,,Sometimes,5.0,Other,Sometimes,10,NA_,137766,dollar
4767,Male,South Africa,29.0,Data Scientist,SQL,Bachelor's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Logistic Regression,Neural Networks - CNNs","5,000 to 9,999 employees",,Often,Often,,8.0,Standalone Team,Sometimes,8,AF_,96949,euro
4768,Male,Other,46.0,DBA/Database Engineer,R,Master's degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Survival Analysis","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Neural Networks - GANs",,Most of the time,,,,8.0,Business Department,,8,Other_,104624,euro
4769,Male,India,26.0,Scientist/Researcher,Python,Doctoral degree,6 to 10 years,"Computer Vision,Unsupervised Learning","Decision Trees - Random Forests,Hidden Markov Models HMMs,Neural Networks - CNNs,Support Vector Machines (SVMs)","1,000 to 4,999 employees",Often,,,,8.0,Standalone Team,Rarely,7,AS_,116577,euro
4770,Male,Other,28.0,Engineer,C/C++/C#,Bachelor's degree,Less than a year,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series","Logistic Regression,Neural Networks - RNNs",20 to 99 employees,,Most of the time,,,8.0,Central Insights Team,Sometimes,7,Other_,112112,euro
4771,Male,India,23.0,Computer Scientist,Python,Bachelor's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",,,Often,,,0.0,Central Insights Team,Always,5,AS_,58093,euro
4772,Male,Poland,45.0,Business Analyst,R,Other,1 to 2 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression","10,000 or more employees",,Most of the time,Often,,,Standalone Team,Rarely,10,EU_,126555,euro
4773,Male,Other,28.0,Machine Learning Engineer,R,Bachelor's degree,3 to 5 years,"Computer Vision,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",20 to 99 employees,,Often,,,6.0,Standalone Team,Rarely,8,Other_,91603,euro
4774,Male,Other,32.0,Machine Learning Engineer,Python,Bachelor's degree,3 to 5 years,"Computer Vision,Supervised Machine Learning (Tabular Data)","Logistic Regression,Neural Networks - CNNs",100 to 499 employees,Often,,Most of the time,,,Other,Sometimes,7,Other_,110769,euro
4775,Male,Brazil,27.0,Computer Scientist,Python,Master's degree,1 to 2 years,"Computer Vision,Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs",Fewer than 10 employees,,Often,,,8.0,IT Department,Rarely,8,SA_,116560,euro
4776,Male,United States of America,26.0,Computer Scientist,Python,Master's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Neural Networks - CNNs,Fewer than 10 employees,,,,Sometimes,,Standalone Team,Sometimes,6,NA_,90022,dollar
4777,Male,Brazil,30.0,Machine Learning Engineer,Python,Master's degree,1 to 2 years,"Natural Language Processing,Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)","10,000 or more employees",,,,Often,8.0,Other,Never,6,SA_,113156,euro
4778,Male,Romania,30.0,Data Scientist,R,Master's degree,3 to 5 years,"Survival Analysis,Time Series",,"10,000 or more employees",Often,Sometimes,Most of the time,Most of the time,7.0,Other,Rarely,2,EU_,126268,euro
4779,Male,United States of America,29.0,Engineer,Python,Doctoral degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Support Vector Machines (SVMs)",10 to 19 employees,,Often,,,2.0,Other,Never,6,NA_,125630,dollar
4780,Male,United States of America,38.0,Data Scientist,Python,Bachelor's degree,More than 10 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,,,8.0,Standalone Team,Sometimes,10,NA_,94304,dollar
4781,Male,Russia,24.0,Machine Learning Engineer,Python,Master's degree,3 to 5 years,"Computer Vision,Natural Language Processing,Recommendation Engines,Speech Recognition,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,,,8.0,Standalone Team,Sometimes,8,EU_,105757,euro
4782,Male,France,57.0,Data Scientist,R,Master's degree,6 to 10 years,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",,,Sometimes,,,2.0,IT Department,Rarely,6,EU_,111675,euro
4783,Male,France,40.0,Data Analyst,Python,Master's degree,3 to 5 years,Outlier detection (e.g. Fraud detection),"Decision Trees - Random Forests,Logistic Regression",100 to 499 employees,,Often,,,2.0,Central Insights Team,Sometimes,7,EU_,125377,euro
4784,Male,France,42.0,Computer Scientist,Python,Master's degree,Less than a year,"Reinforcement learning,Time Series",Ensemble Methods,"10,000 or more employees",,,,,1.0,IT Department,Sometimes,3,EU_,109080,euro
4785,Female,United States of America,30.0,Other,Python,Doctoral degree,More than 10 years,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Reinforcement learning,Speech Recognition,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",I don't know,,,,,4.0,Other,Sometimes,9,NA_,178133,dollar
4786,Female,Australia,37.0,Data Scientist,SQL,Master's degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series","Decision Trees - Random Forests,Logistic Regression",,,,,Often,3.0,Central Insights Team,Sometimes,8,OC_,124845,euro
4787,Male,United Kingdom,,Software Developer/Software Engineer,Python,Master's degree,More than 10 years,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data)","Evolutionary Approaches,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",,Sometimes,Rarely,,Rarely,,IT Department,Sometimes,6,EU_,117813,euro
4788,Male,United Kingdom,27.0,Data Analyst,Python,Bachelor's degree,1 to 2 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression",20 to 99 employees,Sometimes,Most of the time,,,1.0,Business Department,,3,EU_,107812,euro
4789,Male,Brazil,31.0,Data Scientist,Python,Master's degree,6 to 10 years,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Evolutionary Approaches,Logistic Regression",20 to 99 employees,Most of the time,,,Often,8.0,Standalone Team,Rarely,10,SA_,124931,euro
4790,Male,Indonesia,41.0,Software Developer/Software Engineer,Python,Master's degree,More than 10 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Time Series","Bayesian Techniques,Decision Trees - Random Forests",,,,,Often,8.0,Standalone Team,Sometimes,5,AS_,112021,euro
4791,Male,United States of America,50.0,Data Scientist,R,Master's degree,More than 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression","1,000 to 4,999 employees",Often,Most of the time,Often,,5.0,Other,Always,8,NA_,139500,dollar
4792,Female,Germany,29.0,Data Scientist,Python,Master's degree,3 to 5 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",20 to 99 employees,Often,,Often,,2.0,Other,Never,6,EU_,90166,euro
4793,Male,United Kingdom,34.0,Scientist/Researcher,Python,Doctoral degree,More than 10 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,Most of the time,,,3.0,Other,Sometimes,8,EU_,121948,euro
4794,Male,India,41.0,Other,Python,Bachelor's degree,3 to 5 years,,,"10,000 or more employees",,Often,,,,Other,Sometimes,1,AS_,83740,euro
4795,Male,United States of America,37.0,Scientist/Researcher,Python,Master's degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Ensemble Methods,Support Vector Machines (SVMs)",I don't know,,,,Sometimes,2.0,Standalone Team,Sometimes,7,NA_,164650,dollar
4796,Male,Vietnam,26.0,Other,Python,Bachelor's degree,1 to 2 years,Time Series,Bayesian Techniques,100 to 499 employees,Most of the time,Most of the time,,,4.0,Standalone Team,Never,1,AS_,85238,euro
4797,Male,United States of America,52.0,Scientist/Researcher,R,Master's degree,3 to 5 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Logistic Regression","1,000 to 4,999 employees",,,,Often,2.0,Other,Never,9,NA_,162142,dollar
4798,Male,United States of America,38.0,Machine Learning Engineer,Python,Doctoral degree,More than 10 years,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",20 to 99 employees,Sometimes,,Often,,4.0,Standalone Team,Sometimes,8,NA_,170011,dollar
4799,Male,United States of America,34.0,Software Developer/Software Engineer,Python,Doctoral degree,More than 10 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression","10,000 or more employees",Most of the time,Most of the time,Most of the time,Most of the time,3.0,Standalone Team,Rarely,8,NA_,194618,dollar
4800,Male,Belgium,27.0,Researcher,R,Master's degree,1 to 2 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression",500 to 999 employees,Sometimes,Sometimes,Often,Most of the time,1.0,Standalone Team,Sometimes,6,EU_,106238,euro
4801,Female,United Kingdom,27.0,Data Scientist,Python,Master's degree,3 to 5 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,Often,,,2.0,Standalone Team,Never,7,EU_,94130,euro
4802,Male,Taiwan,34.0,Machine Learning Engineer,Python,Master's degree,3 to 5 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,Sometimes,Most of the time,,,0.0,IT Department,Sometimes,6,AS_,104191,euro
4803,Male,Poland,36.0,Data Analyst,R,Master's degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",10 to 19 employees,Most of the time,Most of the time,Sometimes,,2.0,Standalone Team,Sometimes,7,EU_,113766,euro
4804,Male,United States of America,25.0,Data Analyst,Python,Bachelor's degree,,"Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs","10,000 or more employees",,Sometimes,Sometimes,,2.0,Other,Rarely,7,NA_,70164,dollar
4805,Male,United States of America,31.0,Data Scientist,Python,Doctoral degree,More than 10 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,,,Sometimes,,Other,Never,7,NA_,160764,dollar
4806,Male,Mexico,22.0,Data Scientist,Python,Bachelor's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression,Markov Logic Networks,Support Vector Machines (SVMs)",Fewer than 10 employees,,Most of the time,,,0.0,Other,Sometimes,6,NA_,102946,dollar
4807,Male,India,40.0,Other,Python,Bachelor's degree,Less than a year,,Logistic Regression,"10,000 or more employees",Often,Sometimes,Most of the time,,8.0,Standalone Team,Never,5,AS_,90553,euro
4808,Female,United States of America,27.0,Data Analyst,R,Doctoral degree,3 to 5 years,"Natural Language Processing,Speech Recognition","Bayesian Techniques,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)","1,000 to 4,999 employees",Often,,,,3.0,Other,,10,NA_,119731,dollar
4809,Female,Other,31.0,Machine Learning Engineer,Python,Master's degree,1 to 2 years,"Machine Translation,Natural Language Processing","Bayesian Techniques,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",I don't know,,,,,,Other,,7,Other_,101396,euro
4810,Female,United States of America,30.0,Researcher,Python,Master's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",100 to 499 employees,Often,,,,3.0,IT Department,Rarely,7,NA_,128201,dollar
